job_no,job_type_prediction
Id-1785,"Pharmaceutical, Healthcare and Medical Sales"
Id-1786,"Pharmaceutical, Healthcare and Medical Sales"
Id-1787,"Pharmaceutical, Healthcare and Medical Sales"
Id-1789,"Pharmaceutical, Healthcare and Medical Sales"
Id-1793,Clinical Research
Id-1802,Science
Id-1804,"Pharmaceutical, Healthcare and Medical Sales"
Id-1811,Manufacturing & Operations
Id-1814,Science
Id-1818,"Pharmaceutical, Healthcare and Medical Sales"
Id-1819,Clinical Research
Id-1821,"Pharmaceutical, Healthcare and Medical Sales"
Id-1824,Clinical Research
Id-1826,"Pharmaceutical, Healthcare and Medical Sales"
Id-1828,Clinical Research
Id-1831,Science
Id-1832,"Pharmaceutical, Healthcare and Medical Sales"
Id-1837,"Pharmaceutical, Healthcare and Medical Sales"
Id-1841,"Pharmaceutical, Healthcare and Medical Sales"
Id-1844,Clinical Research
Id-1845,Clinical Research
Id-1847,"Pharmaceutical, Healthcare and Medical Sales"
Id-1848,"Pharmaceutical, Healthcare and Medical Sales"
Id-1853,Clinical Research
Id-1855,Science
Id-1856,"Pharmaceutical, Healthcare and Medical Sales"
Id-1864,Clinical Research
Id-1869,"Pharmaceutical, Healthcare and Medical Sales"
Id-1870,Clinical Research
Id-1874,Clinical Research
Id-1875,Science
Id-1876,Science
Id-1878,"Pharmaceutical, Healthcare and Medical Sales"
Id-1879,Clinical Research
Id-1880,Science
Id-1881,Science
Id-1883,"Pharmaceutical, Healthcare and Medical Sales"
Id-1884,"Pharmaceutical, Healthcare and Medical Sales"
Id-1888,"Pharmaceutical, Healthcare and Medical Sales"
Id-1889,Science
Id-1893,"Pharmaceutical, Healthcare and Medical Sales"
Id-1894,Clinical Research
Id-1900,Clinical Research
Id-1901,Science
Id-1902,Clinical Research
Id-1909,"Pharmaceutical, Healthcare and Medical Sales"
Id-1910,Clinical Research
Id-1912,Clinical Research
Id-1915,"Pharmaceutical, Healthcare and Medical Sales"
Id-1919,"Pharmaceutical, Healthcare and Medical Sales"
Id-1920,Clinical Research
Id-1921,Medical Information and Pharmacovigilance
Id-1922,"Pharmaceutical, Healthcare and Medical Sales"
Id-1923,Clinical Research
Id-1925,Clinical Research
Id-1926,Clinical Research
Id-1932,"Pharmaceutical, Healthcare and Medical Sales"
Id-1934,"Pharmaceutical, Healthcare and Medical Sales"
Id-1939,"Pharmaceutical, Healthcare and Medical Sales"
Id-1942,Clinical Research
Id-1945,"Pharmaceutical, Healthcare and Medical Sales"
Id-1950,"Pharmaceutical, Healthcare and Medical Sales"
Id-1953,"Pharmaceutical, Healthcare and Medical Sales"
Id-1954,Clinical Research
Id-1958,"Pharmaceutical, Healthcare and Medical Sales"
Id-1960,Clinical Research
Id-1962,"Pharmaceutical, Healthcare and Medical Sales"
Id-1969,Science
Id-1971,"Pharmaceutical, Healthcare and Medical Sales"
Id-1972,Clinical Research
Id-1973,Clinical Research
Id-1976,Clinical Research
Id-1977,Science
Id-1978,Clinical Research
Id-1980,"Pharmaceutical, Healthcare and Medical Sales"
Id-1982,Clinical Research
Id-1985,Clinical Research
Id-1989,"Pharmaceutical, Healthcare and Medical Sales"
Id-1990,Clinical Research
Id-1991,"Pharmaceutical, Healthcare and Medical Sales"
Id-1994,Manufacturing & Operations
Id-1996,"Pharmaceutical, Healthcare and Medical Sales"
Id-1997,Manufacturing & Operations
Id-1998,Clinical Research
Id-2000,Clinical Research
Id-2001,Clinical Research
Id-2004,"Pharmaceutical, Healthcare and Medical Sales"
Id-2005,Science
Id-2010,Clinical Research
Id-2012,Clinical Research
Id-2013,Manufacturing & Operations
Id-2014,Clinical Research
Id-2015,Clinical Research
Id-2016,"Pharmaceutical, Healthcare and Medical Sales"
Id-2017,Science
Id-2018,Clinical Research
Id-2019,Clinical Research
Id-2023,Clinical Research
Id-2026,"Pharmaceutical, Healthcare and Medical Sales"
Id-2028,"Pharmaceutical, Healthcare and Medical Sales"
Id-2039,Clinical Research
Id-2040,"Pharmaceutical, Healthcare and Medical Sales"
Id-2041,"Pharmaceutical, Healthcare and Medical Sales"
Id-2042,Clinical Research
Id-2043,"Pharmaceutical, Healthcare and Medical Sales"
Id-2047,Clinical Research
Id-2048,Clinical Research
Id-2053,"Pharmaceutical, Healthcare and Medical Sales"
Id-2060,"Pharmaceutical, Healthcare and Medical Sales"
Id-2062,Clinical Research
Id-2065,"Pharmaceutical, Healthcare and Medical Sales"
Id-2071,Science
Id-2073,"Pharmaceutical, Healthcare and Medical Sales"
Id-2076,"Pharmaceutical, Healthcare and Medical Sales"
Id-2078,"Pharmaceutical, Healthcare and Medical Sales"
Id-2080,"Pharmaceutical, Healthcare and Medical Sales"
Id-2081,Science
Id-2083,Clinical Research
Id-2084,Science
Id-2085,Clinical Research
Id-2087,Clinical Research
Id-2092,Clinical Research
Id-2094,"Pharmaceutical, Healthcare and Medical Sales"
Id-2099,Clinical Research
Id-2102,Science
Id-2104,"Pharmaceutical, Healthcare and Medical Sales"
Id-2107,"Pharmaceutical, Healthcare and Medical Sales"
Id-2109,Clinical Research
Id-2110,"Pharmaceutical, Healthcare and Medical Sales"
Id-2114,Clinical Research
Id-2118,Clinical Research
Id-2121,Clinical Research
Id-2124,Clinical Research
Id-2125,"Pharmaceutical, Healthcare and Medical Sales"
Id-2129,Clinical Research
Id-2130,Clinical Research
Id-2131,"Pharmaceutical, Healthcare and Medical Sales"
Id-2133,Science
Id-2134,"Pharmaceutical, Healthcare and Medical Sales"
Id-2135,"Pharmaceutical, Healthcare and Medical Sales"
Id-2143,Clinical Research
Id-2146,"Pharmaceutical, Healthcare and Medical Sales"
Id-2147,Science
Id-2154,"Pharmaceutical, Healthcare and Medical Sales"
Id-2155,"Pharmaceutical, Healthcare and Medical Sales"
Id-2157,Clinical Research
Id-2160,Clinical Research
Id-2161,Clinical Research
Id-2162,"Pharmaceutical, Healthcare and Medical Sales"
Id-2165,Science
Id-2166,"Pharmaceutical, Healthcare and Medical Sales"
Id-2168,"Pharmaceutical, Healthcare and Medical Sales"
Id-2169,Clinical Research
Id-2173,Manufacturing & Operations
Id-2174,"Pharmaceutical, Healthcare and Medical Sales"
Id-2175,Clinical Research
Id-2176,"Pharmaceutical, Healthcare and Medical Sales"
Id-2178,Clinical Research
Id-2180,Clinical Research
Id-2186,Science
Id-2189,"Pharmaceutical, Healthcare and Medical Sales"
Id-2191,"Pharmaceutical, Healthcare and Medical Sales"
Id-2192,Science
Id-2194,"Pharmaceutical, Healthcare and Medical Sales"
Id-2195,"Pharmaceutical, Healthcare and Medical Sales"
Id-2198,"Pharmaceutical, Healthcare and Medical Sales"
Id-2199,"Pharmaceutical, Healthcare and Medical Sales"
Id-2200,"Pharmaceutical, Healthcare and Medical Sales"
Id-2202,Clinical Research
Id-2203,Science
Id-2205,"Pharmaceutical, Healthcare and Medical Sales"
Id-2208,Clinical Research
Id-2209,"Pharmaceutical, Healthcare and Medical Sales"
Id-2210,"Pharmaceutical, Healthcare and Medical Sales"
Id-2216,Clinical Research
Id-2218,Clinical Research
Id-2220,Clinical Research
Id-2222,"Pharmaceutical, Healthcare and Medical Sales"
Id-2223,Science
Id-2226,"Pharmaceutical, Healthcare and Medical Sales"
Id-2227,"Pharmaceutical, Healthcare and Medical Sales"
Id-2231,"Pharmaceutical, Healthcare and Medical Sales"
Id-2233,Manufacturing & Operations
Id-2235,"Pharmaceutical, Healthcare and Medical Sales"
Id-2240,Clinical Research
Id-2241,Manufacturing & Operations
Id-2242,"Pharmaceutical, Healthcare and Medical Sales"
Id-2243,"Pharmaceutical, Healthcare and Medical Sales"
Id-2244,Medical Information and Pharmacovigilance
Id-2246,Clinical Research
Id-2248,"Pharmaceutical, Healthcare and Medical Sales"
Id-2249,Clinical Research
Id-2250,Clinical Research
Id-2257,"Pharmaceutical, Healthcare and Medical Sales"
Id-2261,Manufacturing & Operations
Id-2263,Clinical Research
Id-2264,Clinical Research
Id-2266,Clinical Research
Id-2270,Science
Id-2272,"Pharmaceutical, Healthcare and Medical Sales"
Id-2278,"Pharmaceutical, Healthcare and Medical Sales"
Id-2279,"Pharmaceutical, Healthcare and Medical Sales"
Id-2285,"Pharmaceutical, Healthcare and Medical Sales"
Id-2289,"Pharmaceutical, Healthcare and Medical Sales"
Id-2292,"Pharmaceutical, Healthcare and Medical Sales"
Id-2293,"Pharmaceutical, Healthcare and Medical Sales"
Id-2297,Clinical Research
Id-2299,Clinical Research
Id-2301,"Pharmaceutical, Healthcare and Medical Sales"
Id-2305,"Pharmaceutical, Healthcare and Medical Sales"
Id-2306,"Pharmaceutical, Healthcare and Medical Sales"
Id-2311,Clinical Research
Id-2312,Clinical Research
Id-2317,"Pharmaceutical, Healthcare and Medical Sales"
Id-2319,Clinical Research
Id-2324,Science
Id-2335,Science
Id-2336,"Pharmaceutical, Healthcare and Medical Sales"
Id-2339,Clinical Research
Id-2341,Clinical Research
Id-2344,Clinical Research
Id-2346,Clinical Research
Id-2348,Manufacturing & Operations
Id-2350,"Pharmaceutical, Healthcare and Medical Sales"
Id-2356,Medical Information and Pharmacovigilance
Id-2360,"Pharmaceutical, Healthcare and Medical Sales"
Id-2362,Clinical Research
Id-2363,Science
Id-2365,"Pharmaceutical, Healthcare and Medical Sales"
Id-2367,Clinical Research
Id-2372,"Pharmaceutical, Healthcare and Medical Sales"
Id-2374,Science
Id-2376,Clinical Research
Id-2379,"Pharmaceutical, Healthcare and Medical Sales"
Id-2380,Science
Id-2381,"Pharmaceutical, Healthcare and Medical Sales"
Id-2387,Clinical Research
Id-2390,Manufacturing & Operations
Id-2395,"Pharmaceutical, Healthcare and Medical Sales"
Id-2406,Clinical Research
Id-2408,"Pharmaceutical, Healthcare and Medical Sales"
Id-2412,"Pharmaceutical, Healthcare and Medical Sales"
Id-2417,Clinical Research
Id-2418,Science
Id-2423,"Pharmaceutical, Healthcare and Medical Sales"
Id-2428,Science
Id-2429,"Pharmaceutical, Healthcare and Medical Sales"
Id-2432,Clinical Research
Id-2433,Clinical Research
Id-2434,"Pharmaceutical, Healthcare and Medical Sales"
Id-2437,Clinical Research
Id-2442,"Pharmaceutical, Healthcare and Medical Sales"
Id-2444,Manufacturing & Operations
Id-2447,"Pharmaceutical, Healthcare and Medical Sales"
Id-2448,"Pharmaceutical, Healthcare and Medical Sales"
Id-2453,"Pharmaceutical, Healthcare and Medical Sales"
Id-2455,"Pharmaceutical, Healthcare and Medical Sales"
Id-2457,Clinical Research
Id-2470,Clinical Research
Id-2473,Clinical Research
Id-2474,"Pharmaceutical, Healthcare and Medical Sales"
Id-2475,Science
Id-2476,Clinical Research
Id-2483,"Pharmaceutical, Healthcare and Medical Sales"
Id-2484,"Pharmaceutical, Healthcare and Medical Sales"
Id-2488,Science
Id-2493,"Pharmaceutical, Healthcare and Medical Sales"
Id-2496,"Pharmaceutical, Healthcare and Medical Sales"
Id-2497,"Pharmaceutical, Healthcare and Medical Sales"
Id-2500,Manufacturing & Operations
Id-2502,"Pharmaceutical, Healthcare and Medical Sales"
Id-2504,"Pharmaceutical, Healthcare and Medical Sales"
Id-2509,"Pharmaceutical, Healthcare and Medical Sales"
Id-2510,Clinical Research
Id-2512,Clinical Research
Id-2514,"Pharmaceutical, Healthcare and Medical Sales"
Id-2522,Clinical Research
Id-2524,"Pharmaceutical, Healthcare and Medical Sales"
Id-2526,Clinical Research
Id-2530,"Pharmaceutical, Healthcare and Medical Sales"
Id-2532,Manufacturing & Operations
Id-2537,Clinical Research
Id-2550,Clinical Research
Id-2551,"Pharmaceutical, Healthcare and Medical Sales"
Id-2557,Clinical Research
Id-2558,"Pharmaceutical, Healthcare and Medical Sales"
Id-2559,Clinical Research
Id-2560,"Pharmaceutical, Healthcare and Medical Sales"
Id-2564,Clinical Research
Id-2571,"Pharmaceutical, Healthcare and Medical Sales"
Id-2573,"Pharmaceutical, Healthcare and Medical Sales"
Id-2574,Clinical Research
Id-2577,"Pharmaceutical, Healthcare and Medical Sales"
Id-2585,Clinical Research
Id-2586,"Pharmaceutical, Healthcare and Medical Sales"
Id-2587,"Pharmaceutical, Healthcare and Medical Sales"
Id-2588,"Pharmaceutical, Healthcare and Medical Sales"
Id-2591,Science
Id-2592,"Pharmaceutical, Healthcare and Medical Sales"
Id-2594,"Pharmaceutical, Healthcare and Medical Sales"
Id-2595,Clinical Research
Id-2596,"Pharmaceutical, Healthcare and Medical Sales"
Id-2597,"Pharmaceutical, Healthcare and Medical Sales"
Id-2598,Clinical Research
Id-2599,"Pharmaceutical, Healthcare and Medical Sales"
Id-2600,"Pharmaceutical, Healthcare and Medical Sales"
Id-2602,Clinical Research
Id-2606,"Pharmaceutical, Healthcare and Medical Sales"
Id-2609,Clinical Research
Id-2611,Pharmaceutical Marketing
Id-2612,Clinical Research
Id-2621,Clinical Research
Id-2622,Clinical Research
Id-2625,"Pharmaceutical, Healthcare and Medical Sales"
Id-2627,Clinical Research
Id-2629,Clinical Research
Id-2630,"Pharmaceutical, Healthcare and Medical Sales"
Id-2631,Science
Id-2633,Clinical Research
Id-2636,"Pharmaceutical, Healthcare and Medical Sales"
Id-2644,Clinical Research
Id-2646,Science
Id-2650,Clinical Research
Id-2652,"Pharmaceutical, Healthcare and Medical Sales"
Id-2657,"Pharmaceutical, Healthcare and Medical Sales"
Id-2658,Science
Id-2659,Science
Id-2661,Clinical Research
Id-2664,"Pharmaceutical, Healthcare and Medical Sales"
Id-2666,"Pharmaceutical, Healthcare and Medical Sales"
Id-2669,Science
Id-2671,"Pharmaceutical, Healthcare and Medical Sales"
Id-2672,Clinical Research
Id-2679,Manufacturing & Operations
Id-2680,Clinical Research
Id-2681,Clinical Research
Id-2683,"Pharmaceutical, Healthcare and Medical Sales"
Id-2685,Clinical Research
Id-2687,"Pharmaceutical, Healthcare and Medical Sales"
Id-2689,Clinical Research
Id-2690,"Pharmaceutical, Healthcare and Medical Sales"
Id-2691,"Pharmaceutical, Healthcare and Medical Sales"
Id-2693,"Pharmaceutical, Healthcare and Medical Sales"
Id-2695,Clinical Research
Id-2696,Clinical Research
Id-2698,"Pharmaceutical, Healthcare and Medical Sales"
Id-2700,"Pharmaceutical, Healthcare and Medical Sales"
Id-2704,"Pharmaceutical, Healthcare and Medical Sales"
Id-2705,Clinical Research
Id-2706,Clinical Research
Id-2707,Science
Id-2709,Science
Id-2710,"Pharmaceutical, Healthcare and Medical Sales"
Id-2711,Manufacturing & Operations
Id-2716,"Pharmaceutical, Healthcare and Medical Sales"
Id-2719,Clinical Research
Id-2728,"Pharmaceutical, Healthcare and Medical Sales"
Id-2733,Clinical Research
Id-2734,Clinical Research
Id-2735,Clinical Research
Id-2737,"Pharmaceutical, Healthcare and Medical Sales"
Id-2740,Science
Id-2742,Clinical Research
Id-2748,"Pharmaceutical, Healthcare and Medical Sales"
Id-2749,Manufacturing & Operations
Id-2750,Clinical Research
Id-2754,Clinical Research
Id-2755,"Pharmaceutical, Healthcare and Medical Sales"
Id-2756,"Pharmaceutical, Healthcare and Medical Sales"
Id-2761,Science
Id-2764,"Pharmaceutical, Healthcare and Medical Sales"
Id-2765,Medical Information and Pharmacovigilance
Id-2767,Clinical Research
Id-2769,Clinical Research
Id-2772,"Pharmaceutical, Healthcare and Medical Sales"
Id-2775,Manufacturing & Operations
Id-2777,"Pharmaceutical, Healthcare and Medical Sales"
Id-2778,"Pharmaceutical, Healthcare and Medical Sales"
Id-2779,"Pharmaceutical, Healthcare and Medical Sales"
Id-2780,Science
Id-2783,"Pharmaceutical, Healthcare and Medical Sales"
Id-2784,Clinical Research
Id-2785,"Pharmaceutical, Healthcare and Medical Sales"
Id-2786,Science
Id-2787,Clinical Research
Id-2788,"Pharmaceutical, Healthcare and Medical Sales"
Id-2789,"Pharmaceutical, Healthcare and Medical Sales"
Id-2790,Clinical Research
Id-2796,Science
Id-2798,"Pharmaceutical, Healthcare and Medical Sales"
Id-2800,"Pharmaceutical, Healthcare and Medical Sales"
Id-2804,"Pharmaceutical, Healthcare and Medical Sales"
Id-2807,Clinical Research
Id-2809,Clinical Research
Id-2813,Clinical Research
Id-2818,Clinical Research
Id-2819,Science
Id-2820,"Pharmaceutical, Healthcare and Medical Sales"
Id-2821,Science
Id-2822,"Pharmaceutical, Healthcare and Medical Sales"
Id-2823,Science
Id-2825,Clinical Research
Id-2831,Clinical Research
Id-2834,"Pharmaceutical, Healthcare and Medical Sales"
Id-2836,"Pharmaceutical, Healthcare and Medical Sales"
Id-2837,"Pharmaceutical, Healthcare and Medical Sales"
Id-2838,"Pharmaceutical, Healthcare and Medical Sales"
Id-2846,"Pharmaceutical, Healthcare and Medical Sales"
Id-2848,Clinical Research
Id-2849,Clinical Research
Id-2850,Clinical Research
Id-2851,Clinical Research
Id-2852,"Pharmaceutical, Healthcare and Medical Sales"
Id-2855,Clinical Research
Id-2858,"Pharmaceutical, Healthcare and Medical Sales"
Id-2860,"Pharmaceutical, Healthcare and Medical Sales"
Id-2861,"Pharmaceutical, Healthcare and Medical Sales"
Id-2862,Clinical Research
Id-2863,Clinical Research
Id-2864,"Pharmaceutical, Healthcare and Medical Sales"
Id-2865,Clinical Research
Id-2872,"Pharmaceutical, Healthcare and Medical Sales"
Id-2873,Clinical Research
Id-2876,"Pharmaceutical, Healthcare and Medical Sales"
Id-2878,"Pharmaceutical, Healthcare and Medical Sales"
Id-2880,Manufacturing & Operations
Id-2882,Clinical Research
Id-2883,Clinical Research
Id-2886,"Pharmaceutical, Healthcare and Medical Sales"
Id-2887,"Pharmaceutical, Healthcare and Medical Sales"
Id-2889,Clinical Research
Id-2890,"Pharmaceutical, Healthcare and Medical Sales"
Id-2892,"Pharmaceutical, Healthcare and Medical Sales"
Id-2894,"Pharmaceutical, Healthcare and Medical Sales"
Id-2895,Clinical Research
Id-2899,Science
Id-2900,"Pharmaceutical, Healthcare and Medical Sales"
Id-2901,Clinical Research
Id-2904,"Pharmaceutical, Healthcare and Medical Sales"
Id-2905,"Pharmaceutical, Healthcare and Medical Sales"
Id-2911,Science
Id-2912,Clinical Research
Id-2914,Clinical Research
Id-2915,Clinical Research
Id-2918,"Pharmaceutical, Healthcare and Medical Sales"
Id-2919,Clinical Research
Id-2923,"Pharmaceutical, Healthcare and Medical Sales"
Id-2931,"Pharmaceutical, Healthcare and Medical Sales"
Id-2935,"Pharmaceutical, Healthcare and Medical Sales"
Id-2940,Clinical Research
Id-2941,"Pharmaceutical, Healthcare and Medical Sales"
Id-2942,"Pharmaceutical, Healthcare and Medical Sales"
Id-2943,"Pharmaceutical, Healthcare and Medical Sales"
Id-2945,"Pharmaceutical, Healthcare and Medical Sales"
Id-2949,"Pharmaceutical, Healthcare and Medical Sales"
Id-2952,"Pharmaceutical, Healthcare and Medical Sales"
Id-2953,Clinical Research
Id-2954,Clinical Research
Id-2955,"Pharmaceutical, Healthcare and Medical Sales"
Id-2962,Clinical Research
Id-2963,"Pharmaceutical, Healthcare and Medical Sales"
Id-2968,"Pharmaceutical, Healthcare and Medical Sales"
Id-2970,"Pharmaceutical, Healthcare and Medical Sales"
Id-2971,Science
Id-2972,Science
Id-2974,Clinical Research
Id-2976,"Pharmaceutical, Healthcare and Medical Sales"
Id-2977,"Pharmaceutical, Healthcare and Medical Sales"
Id-2981,Clinical Research
Id-2982,Clinical Research
Id-2986,Manufacturing & Operations
Id-2991,"Pharmaceutical, Healthcare and Medical Sales"
